trade_date,sector_label,sector_return,sentiment_weighted_mean,sentiment_mean,sentiment_sum,weighted_sentiment_sum,article_count,row_count,weighted_article_count,positive_count,neutral_count,negative_count,positive_weighted_count,neutral_weighted_count,negative_weighted_count
2025-06-24,ConsumerDiscretionary,-0.0017394560002392,0.2082474226804123,0.2473684210526315,4.699999999999999,3.3666666666666667,19.0,19.0,16.166666666666668,9.0,6.0,4.0,6.666666666666667,6.0,3.5
2025-06-24,ConsumerStaples,0.0116389810456514,0.04375,0.0833333333333333,1.5,0.7000000000000001,18.0,18.0,16.0,6.0,8.0,4.0,5.0,7.0,4.0
2025-06-24,Energy,-0.0533186830942776,0.4333333333333333,0.4333333333333333,1.2999999999999998,0.6499999999999999,4.0,4.0,2.5,2.0,1.0,0.0,1.0,0.5,0.0
2025-06-24,Healthcare,0.0102229246591815,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2025-06-24,IndustrialLogistics,0.0046155108423621,0.4923076923076923,0.4727272727272727,5.2,4.266666666666667,11.0,11.0,8.666666666666666,7.0,4.0,0.0,5.666666666666667,3.0,0.0
2025-06-24,RealEstate,0.0256509673173516,0.2442307692307692,0.3,3.0,2.1166666666666667,10.0,10.0,8.666666666666666,6.0,0.0,4.0,4.666666666666667,0.0,4.0
2025-06-24,SteelMaterials,0.0150282722349242,0.4705882352941176,0.5142857142857142,3.6,2.6666666666666665,7.0,7.0,5.666666666666667,6.0,1.0,0.0,4.666666666666667,1.0,0.0
2025-06-24,Technology,0.0119313247927053,0.3282608695652174,0.38,3.8,2.5166666666666666,10.0,10.0,7.666666666666667,6.0,4.0,0.0,4.166666666666667,3.5,0.0
2025-06-24,Utilities,0.006915291664154,-0.0745454545454545,0.023076923076923,0.3,-0.6833333333333333,14.0,14.0,10.166666666666666,5.0,4.0,4.0,3.1666666666666665,2.5,3.5
2025-06-25,Banking,-0.0001099935763751,0.5999999999999999,0.6,5.4,4.949999999999999,15.0,15.0,13.75,8.0,0.0,1.0,7.25,0.0,1.0
2025-06-25,ConsumerDiscretionary,0.00502135333693,0.3883408071748879,0.438095238095238,9.2,7.216666666666666,21.0,21.0,18.58333333333333,14.0,5.0,2.0,11.583333333333332,5.0,2.0
2025-06-25,ConsumerStaples,0.0120371706396127,-0.2285714285714285,-0.2166666666666666,-2.6,-2.4,12.0,12.0,10.5,1.0,7.0,4.0,1.0,6.0,3.5
2025-06-25,Energy,-0.0189634776991004,0.3333333333333333,0.325,1.3,1.0,4.0,4.0,3.0,2.0,1.0,1.0,1.5,1.0,0.5
2025-06-25,Healthcare,-0.009071430289703,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,1.0,0.0,0.0,0.5,0.0
2025-06-25,IndustrialLogistics,-0.008704550057523,0.3291666666666666,0.2857142857142857,4.0,3.95,14.0,14.0,12.0,7.0,4.0,3.0,6.5,3.5,2.0
2025-06-25,RealEstate,-0.0007361633530359,0.3764705882352941,0.4999999999999999,2.0,1.0666666666666669,6.0,6.0,4.833333333333333,3.0,0.0,1.0,1.8333333333333333,0.0,1.0
2025-06-25,SteelMaterials,0.0073228803716608,0.1781818181818181,0.3,1.7999999999999998,0.8166666666666665,6.0,6.0,4.583333333333333,4.0,1.0,1.0,2.583333333333333,1.0,1.0
2025-06-25,Technology,0.0030807534616969,0.6235294117647059,0.5166666666666666,3.1,2.65,6.0,6.0,4.25,4.0,2.0,0.0,3.25,1.0,0.0
2025-06-25,Utilities,4.630092063336496e-05,0.2565217391304348,0.3071428571428571,4.3,2.95,15.0,15.0,12.0,7.0,6.0,1.0,5.5,5.0,1.0
2025-06-26,Banking,-0.0009791025123162,0.4051948051948052,0.3555555555555555,3.2,3.12,15.0,15.0,12.7,7.0,1.0,1.0,6.2,0.5,1.0
2025-06-26,ConsumerDiscretionary,0.0187697110466569,0.475,0.4727272727272726,10.4,9.12,22.0,22.0,19.2,17.0,3.0,2.0,14.7,2.5,2.0
2025-06-26,ConsumerStaples,0.007047863848334,-0.1256756756756757,-0.0599999999999999,-0.8999999999999997,-1.55,15.0,15.0,12.333333333333332,4.0,6.0,5.0,3.0,4.833333333333334,4.5
2025-06-26,Energy,0.0001504554396494,0.1090909090909091,0.0888888888888888,0.8,0.8,9.0,9.0,7.333333333333333,1.0,8.0,0.0,1.0,6.333333333333333,0.0
2025-06-26,Healthcare,0.0013997820276938,-0.0333333333333333,-0.0333333333333333,-0.1,-0.1,3.0,3.0,3.0,0.0,2.0,1.0,0.0,2.0,1.0
2025-06-26,IndustrialLogistics,0.007175169211039,0.50625,0.4399999999999999,4.4,4.319999999999999,10.0,10.0,8.533333333333333,7.0,2.0,1.0,6.2,1.3333333333333333,1.0
2025-06-26,RealEstate,-0.005427668983219,0.1833333333333333,0.1333333333333333,0.8,0.77,6.0,6.0,4.2,2.0,3.0,1.0,1.2,2.5,0.5
2025-06-26,SteelMaterials,-0.0004857926943596,0.6,0.3999999999999999,0.7999999999999999,0.72,2.0,2.0,1.2,2.0,0.0,0.0,1.2,0.0,0.0
2025-06-26,Technology,-0.0002342557681927,0.618,0.55,5.5,5.15,11.0,11.0,9.333333333333332,8.0,2.0,0.0,7.5,0.8333333333333333,0.0
2025-06-26,Utilities,-0.0023497641220994,0.1163265306122449,0.1384615384615384,1.7999999999999998,0.95,16.0,16.0,10.166666666666666,3.0,9.0,1.0,2.0,5.166666666666666,1.0
2025-06-27,Banking,0.0057672522409981,0.2,0.2,0.8,0.8,13.0,13.0,11.5,3.0,0.0,1.0,3.0,0.0,1.0
2025-06-27,ConsumerDiscretionary,0.0021472162488069,0.2210526315789474,0.2,4.4,4.2,22.0,22.0,19.0,9.0,8.0,5.0,8.0,7.5,3.5
2025-06-27,ConsumerStaples,0.0310900446316021,-0.1736842105263157,-0.1749999999999999,-2.1,-1.65,12.0,12.0,9.5,2.0,5.0,5.0,1.5,4.5,3.5
2025-06-27,Energy,-0.0036235270776135,0.0,0.0,0.0,0.0,7.0,7.0,6.0,0.0,6.0,0.0,0.0,5.0,0.0
2025-06-27,Healthcare,0.00151200432884,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
2025-06-27,IndustrialLogistics,0.0004711553448299,0.5666666666666667,0.4923076923076923,6.4,5.95,13.0,13.0,10.5,9.0,3.0,1.0,8.0,2.0,0.5
2025-06-27,RealEstate,0.0029062233475859,-0.0142857142857143,-0.025,-0.1,-0.05,5.0,5.0,4.5,1.0,0.0,3.0,1.0,0.0,2.5
2025-06-27,SteelMaterials,-0.0041658265711561,,,,,,,,,,,,,
2025-06-27,Technology,0.0311037158907505,0.47,0.4666666666666666,5.6,4.7,13.0,13.0,10.5,7.0,5.0,0.0,6.0,4.0,0.0
2025-06-27,Utilities,0.0008129726758685,0.3235294117647059,0.3999999999999999,4.8,2.75,17.0,17.0,11.5,6.0,6.0,0.0,3.5,5.0,0.0
2025-06-30,Banking,0.0033559386705556,0.3970684039087947,0.45,4.5,2.902380952380952,23.0,23.0,19.80952380952381,8.0,0.0,2.0,5.309523809523809,0.0,2.0
2025-06-30,ConsumerDiscretionary,-0.0025704887207953,0.3119201725997843,0.2961538461538461,15.4,13.76904761904762,53.0,53.0,44.64285714285714,26.0,22.0,4.0,21.30952380952381,20.33333333333333,2.5
2025-06-30,ConsumerStaples,-0.0030297833093605,0.2679487179487179,0.2516129032258065,7.800000000000001,6.469047619047619,31.0,31.0,24.142857142857142,16.0,10.0,5.0,11.642857142857142,9.0,3.5
2025-06-30,Energy,0.0028828802046534,0.2980769230769232,0.2545454545454545,2.8,2.583333333333334,11.0,11.0,8.666666666666666,6.0,4.0,1.0,4.666666666666666,3.5,0.5
2025-06-30,Healthcare,0.0036214089973016,-0.3076923076923077,-0.2888888888888888,-2.6,-2.0,9.0,9.0,6.5,2.0,2.0,5.0,1.5,1.5,3.5
2025-06-30,IndustrialLogistics,0.0266118526965977,0.4634751773049645,0.4608695652173913,10.6,9.335714285714284,23.0,23.0,20.142857142857142,17.0,3.0,3.0,15.142857142857142,2.0,3.0
2025-06-30,RealEstate,0.0023458850897964,0.2384105960264901,0.2714285714285714,5.7,4.285714285714287,24.0,24.0,20.976190476190474,15.0,2.0,4.0,11.976190476190476,2.0,4.0
2025-06-30,SteelMaterials,-0.0024599142650718,0.195631067961165,0.1749999999999999,2.1,1.9190476190476191,12.0,12.0,9.80952380952381,8.0,0.0,4.0,6.309523809523809,0.0,3.5
2025-06-30,Technology,0.0249304828193623,0.4033568904593639,0.3952380952380953,8.3,5.435714285714286,23.0,23.0,14.976190476190476,13.0,7.0,1.0,7.642857142857142,5.333333333333333,0.5
2025-06-30,Utilities,0.0043476349907759,0.1532846715328467,0.1551724137931034,4.5,3.5,31.0,31.0,24.33333333333333,11.0,15.0,3.0,8.5,12.333333333333332,2.0
2025-07-01,Banking,0.0097180020051067,-0.0468085106382978,0.2333333333333332,1.3999999999999997,-0.1833333333333333,15.0,15.0,11.916666666666666,4.0,0.0,2.0,1.9166666666666663,0.0,2.0
2025-07-01,ConsumerDiscretionary,-0.0054022624853007,0.3459016393442623,0.3153846153846154,4.1,3.5166666666666666,13.0,13.0,10.166666666666666,7.0,5.0,1.0,5.666666666666666,4.0,0.5
2025-07-01,ConsumerStaples,-0.0130264113761737,0.2192592592592592,0.2647058823529412,4.5,2.466666666666667,17.0,17.0,11.25,9.0,6.0,2.0,5.416666666666666,4.333333333333333,1.5
2025-07-01,Energy,-0.0151375341963447,0.2249999999999999,0.3,2.4,1.35,8.0,8.0,6.0,3.0,5.0,0.0,1.5,4.5,0.0
2025-07-01,Healthcare,0.0003787185125437,0.1,0.1,0.1,0.05,1.0,1.0,0.5,1.0,0.0,0.0,0.5,0.0,0.0
2025-07-01,IndustrialLogistics,-0.0182143388977689,0.3325000000000001,0.35,2.8,2.216666666666667,8.0,8.0,6.666666666666666,5.0,2.0,1.0,4.166666666666666,1.5,1.0
2025-07-01,RealEstate,-0.0017149562234858,0.6561797752808989,0.67,6.7,4.866666666666666,10.0,10.0,7.416666666666666,10.0,0.0,0.0,7.416666666666666,0.0,0.0
2025-07-01,SteelMaterials,0.0026548833203677,0.3818181818181818,0.475,1.9,1.05,4.0,4.0,2.75,3.0,1.0,0.0,1.75,1.0,0.0
2025-07-01,Technology,0.004803459680441,0.3953488372093023,0.4222222222222222,3.8,2.833333333333333,9.0,9.0,7.166666666666666,6.0,1.0,2.0,4.833333333333333,0.3333333333333333,2.0
2025-07-01,Utilities,-0.0056579910558206,0.0054054054054054,0.1111111111111111,1.0,0.0333333333333333,13.0,13.0,9.166666666666666,3.0,4.0,2.0,1.8333333333333333,2.333333333333333,2.0
2025-07-02,Banking,-0.0029550467080463,0.3466019417475728,0.3399999999999999,1.7,0.4249999999999999,7.0,7.0,2.7261904761904763,3.0,1.0,1.0,0.726190476190476,0.3333333333333333,0.1666666666666666
2025-07-02,ConsumerDiscretionary,0.0063736736073828,0.2704667176740627,0.3052631578947368,5.8,4.208333333333333,19.0,19.0,15.559523809523808,9.0,8.0,2.0,6.392857142857142,8.0,1.1666666666666663
2025-07-02,ConsumerStaples,0.0001534967256382,0.3505962521294719,0.305,6.1,4.9,20.0,20.0,13.976190476190476,10.0,6.0,4.0,7.726190476190476,3.8333333333333335,2.4166666666666665
2025-07-02,Energy,0.0004679019277559,0.0333333333333333,0.0999999999999999,0.4999999999999999,0.1499999999999999,7.0,7.0,6.0,1.0,3.0,1.0,0.5,3.0,1.0
2025-07-02,Healthcare,0.0033838558655688,-0.3,-0.2166666666666666,-1.3,-1.3,6.0,6.0,4.333333333333333,0.0,4.0,2.0,0.0,2.333333333333333,2.0
2025-07-02,IndustrialLogistics,0.0190306780068898,0.3808290155440414,0.3888888888888888,3.5,2.625,9.0,9.0,6.892857142857142,5.0,3.0,1.0,3.642857142857143,3.0,0.25
2025-07-02,RealEstate,-0.0030045622149006,0.4002020202020202,0.3444444444444444,3.1,2.3583333333333334,9.0,9.0,5.892857142857142,6.0,1.0,2.0,4.392857142857142,0.3333333333333333,1.1666666666666663
2025-07-02,SteelMaterials,0.0181684300939872,0.3337796086508754,0.3333333333333333,5.0,3.858333333333333,15.0,15.0,11.559523809523808,10.0,1.0,4.0,8.142857142857142,1.0,2.4166666666666665
2025-07-02,Technology,-0.0110320327149951,0.2449330783938814,0.25,2.5,1.525,10.0,10.0,6.226190476190476,5.0,2.0,3.0,3.4761904761904763,1.3333333333333333,1.4166666666666663
2025-07-02,Utilities,-0.0099927330734059,0.1212765957446808,0.18,1.7999999999999998,0.95,10.0,10.0,7.833333333333333,3.0,6.0,1.0,2.0,4.833333333333334,1.0
2025-07-03,Banking,0.0034031863494348,0.7217391304347825,0.74,3.7,2.7666666666666666,10.0,10.0,8.833333333333332,5.0,0.0,0.0,3.8333333333333335,0.0,0.0
2025-07-03,ConsumerDiscretionary,-0.0056393216566655,0.5154639175257731,0.5269230769230769,13.7,12.5,26.0,26.0,24.25,19.0,7.0,0.0,17.25,7.0,0.0
2025-07-03,ConsumerStaples,-0.0054102382931221,0.2941176470588235,0.28,4.2,3.75,15.0,15.0,12.75,6.0,8.0,1.0,5.25,6.5,1.0
2025-07-03,Energy,0.0020723418324464,0.2714285714285714,0.3249999999999999,1.2999999999999998,0.95,5.0,5.0,4.5,2.0,2.0,0.0,1.5,2.0,0.0
2025-07-03,Healthcare,0.0023201293318948,-0.2499999999999999,-0.1142857142857142,-0.7999999999999998,-1.3333333333333333,7.0,7.0,5.333333333333334,2.0,2.0,3.0,1.3333333333333333,1.0,3.0
2025-07-03,IndustrialLogistics,0.0205242937938027,0.74,0.7333333333333334,2.2,1.85,3.0,3.0,2.5,3.0,0.0,0.0,2.5,0.0,0.0
2025-07-03,RealEstate,-0.0062858710681028,0.4853658536585366,0.525,4.2,3.3166666666666664,8.0,8.0,6.833333333333333,6.0,1.0,1.0,4.833333333333334,1.0,1.0
2025-07-03,SteelMaterials,0.006067750543824,0.3759999999999999,0.3999999999999999,2.8,2.35,7.0,7.0,6.25,5.0,1.0,1.0,4.25,1.0,1.0
2025-07-03,Technology,0.0006124502693973,0.1272727272727272,0.16,0.8,0.35,6.0,6.0,3.25,2.0,3.0,0.0,1.25,1.5,0.0
2025-07-03,Utilities,0.0120642902695397,-0.125,-0.1,-1.0000000000000002,-1.0000000000000002,11.0,11.0,8.5,3.0,4.0,3.0,3.0,2.0,3.0
2025-07-04,Banking,0.0066821874610591,0.2,0.1333333333333333,0.4,0.2333333333333333,9.0,9.0,7.166666666666666,1.0,0.0,2.0,0.5,0.0,0.6666666666666666
2025-07-04,ConsumerDiscretionary,0.0058197152120674,0.3640287769784173,0.3230769230769231,8.4,8.433333333333334,26.0,26.0,23.166666666666664,14.0,7.0,5.0,13.0,7.0,3.1666666666666665
2025-07-04,ConsumerStaples,0.0033269710415827,0.3857142857142857,0.3375,2.7,2.7,8.0,8.0,7.0,4.0,3.0,1.0,4.0,2.0,1.0
2025-07-04,Energy,0.0075185592951168,0.6000000000000001,0.6000000000000001,3.0000000000000004,3.0000000000000004,5.0,5.0,5.0,4.0,1.0,0.0,4.0,1.0,0.0
2025-07-04,Healthcare,0.0025565388397246,0.4666666666666666,0.35,0.7,0.7,2.0,2.0,1.5,1.0,1.0,0.0,1.0,0.5,0.0
2025-07-04,IndustrialLogistics,-0.0043620888613184,0.5181818181818181,0.5333333333333333,3.2,2.85,6.0,6.0,5.5,5.0,0.0,1.0,4.5,0.0,1.0
2025-07-04,RealEstate,-0.0037979836383029,-0.1,-0.1,-0.1,-0.0333333333333333,1.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.3333333333333333
2025-07-04,SteelMaterials,-0.0005251647593793,0.3125,0.2666666666666666,1.6,1.666666666666667,6.0,6.0,5.333333333333333,3.0,1.0,2.0,3.0,1.0,1.3333333333333333
2025-07-04,Technology,0.0225906212757385,0.1699999999999999,0.1999999999999999,1.2,0.8499999999999999,6.0,6.0,5.0,3.0,2.0,1.0,2.5,1.5,1.0
2025-07-04,Utilities,0.0123615904546843,0.2833333333333333,0.2599999999999999,3.9,3.4,16.0,16.0,13.0,8.0,5.0,2.0,6.5,4.0,1.5
2025-07-07,Banking,0.0203305667695478,0.5094339622641509,0.5599999999999999,5.6,3.375,24.0,24.0,20.625,8.0,1.0,1.0,4.625,1.0,1.0
2025-07-07,ConsumerDiscretionary,0.0021262581530162,0.310353866317169,0.3342105263157894,12.699999999999998,9.866666666666664,38.0,38.0,31.791666666666664,19.0,16.0,3.0,14.791666666666666,14.5,2.5
2025-07-07,ConsumerStaples,0.0014548222769848,0.1571709233791748,0.1653846153846153,4.3,3.333333333333333,26.0,26.0,21.20833333333333,12.0,9.0,5.0,9.208333333333332,7.5,4.5
2025-07-07,Energy,-0.0033440499177752,0.2050761421319797,0.2461538461538461,3.2,1.6833333333333331,13.0,13.0,8.208333333333332,6.0,5.0,2.0,3.208333333333333,3.5,1.5
2025-07-07,Healthcare,-0.0019920549944532,0.55,0.44,2.2,2.2,5.0,5.0,4.0,3.0,2.0,0.0,3.0,1.0,0.0
2025-07-07,IndustrialLogistics,-0.0076107062635586,0.4713216957605984,0.4599999999999999,9.2,7.874999999999999,20.0,20.0,16.708333333333332,15.0,3.0,2.0,12.875,2.333333333333333,1.5
2025-07-07,RealEstate,0.0101198659294801,0.2997624703087886,0.3476190476190476,7.3,5.258333333333333,21.0,21.0,17.541666666666664,13.0,4.0,4.0,10.208333333333332,3.333333333333333,4.0
2025-07-07,SteelMaterials,0.0139762586154829,0.2597938144329897,0.34,5.1000000000000005,3.1500000000000004,15.0,15.0,12.125,9.0,3.0,3.0,6.125,3.0,3.0
2025-07-07,Technology,0.0011426973809307,0.2141119221411192,0.2875,6.9,3.666666666666667,24.0,24.0,17.125,12.0,10.0,2.0,7.291666666666666,8.333333333333332,1.5
2025-07-07,Utilities,-0.001351154525602,0.2151408450704226,0.2225806451612903,6.9,5.091666666666668,32.0,32.0,24.666666666666664,14.0,13.0,4.0,9.666666666666666,11.5,2.5
2025-07-08,Banking,0.004896981225065,0.32,0.3,2.4,2.4000000000000004,17.0,17.0,16.0,6.0,1.0,1.0,6.0,0.5,1.0
2025-07-08,ConsumerDiscretionary,0.0034003934364004,0.1390243902439024,0.1772727272727272,3.9,2.85,22.0,22.0,20.5,9.0,10.0,3.0,7.5,10.0,3.0
2025-07-08,ConsumerStaples,0.0131163180493575,-0.0428571428571428,0.0875,0.7000000000000001,-0.25,8.0,8.0,5.833333333333333,3.0,4.0,1.0,1.3333333333333333,3.5,1.0
2025-07-08,Energy,0.0134841094435584,0.0222222222222222,0.0166666666666666,0.0999999999999999,0.0999999999999999,8.0,8.0,6.5,1.0,4.0,1.0,1.0,2.5,1.0
2025-07-08,Healthcare,0.0036107897080973,,,,,,,,,,,,,
2025-07-08,IndustrialLogistics,0.0135396164567067,0.3857142857142857,0.3857142857142857,2.7,2.7,7.0,7.0,7.0,4.0,2.0,1.0,4.0,2.0,1.0
2025-07-08,RealEstate,0.0196442853351213,0.475,0.475,1.9,1.9,4.0,4.0,4.0,3.0,1.0,0.0,3.0,1.0,0.0
2025-07-08,SteelMaterials,0.0274046626362606,0.75,0.75,1.5,1.5,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0
2025-07-08,Technology,0.0049740843146592,0.2896551724137931,0.2571428571428571,1.7999999999999998,1.4,7.0,7.0,4.833333333333333,4.0,1.0,2.0,2.833333333333333,0.5,1.5
2025-07-08,Utilities,0.0094065347819107,0.4551724137931035,0.3874999999999999,3.1,2.2,10.0,10.0,6.333333333333333,5.0,2.0,1.0,3.333333333333333,1.0,0.5
2025-07-09,Banking,0.0248769246145435,0.7473684210526316,0.75,3.0,1.893333333333333,7.0,7.0,5.533333333333333,4.0,0.0,0.0,2.533333333333333,0.0,0.0
2025-07-09,ConsumerDiscretionary,0.0049482711166433,0.3772357723577236,0.3857142857142858,8.100000000000001,6.96,21.0,21.0,18.45,10.0,9.0,2.0,8.7,7.75,2.0
2025-07-09,ConsumerStaples,0.013370965137017,-0.181294964028777,-0.1214285714285714,-1.7000000000000002,-2.1,14.0,14.0,11.583333333333332,3.0,6.0,5.0,2.333333333333333,4.25,5.0
2025-07-09,Energy,0.0035881161619858,0.4859504132231405,0.4666666666666666,5.6,4.9,12.0,12.0,10.083333333333334,8.0,3.0,1.0,6.833333333333333,2.25,1.0
2025-07-09,Healthcare,0.0050696969408977,0.2727272727272727,0.3333333333333333,1.0,0.5,3.0,3.0,1.8333333333333333,1.0,2.0,0.0,0.5,1.3333333333333333,0.0
2025-07-09,IndustrialLogistics,9.3819299182063e-05,0.5590361445783133,0.5875,4.7,3.0933333333333337,8.0,8.0,5.533333333333333,7.0,1.0,0.0,4.533333333333333,1.0,0.0
2025-07-09,RealEstate,0.0118374050201236,0.1272727272727272,0.2333333333333333,0.7,0.2333333333333333,3.0,3.0,1.8333333333333333,1.0,2.0,0.0,0.3333333333333333,1.5,0.0
2025-07-09,SteelMaterials,-0.0002259781346674,0.6112244897959184,0.5666666666666668,5.1000000000000005,3.993333333333333,9.0,9.0,6.533333333333333,7.0,2.0,0.0,5.533333333333333,1.0,0.0
2025-07-09,Technology,-0.0089119319403984,0.3833333333333333,0.4375,3.5,1.9933333333333327,8.0,8.0,5.199999999999999,5.0,3.0,0.0,2.8666666666666667,2.333333333333333,0.0
2025-07-09,Utilities,0.0030972600000754,0.2876404494382023,0.2923076923076923,3.8,2.1333333333333333,13.0,13.0,7.416666666666666,5.0,8.0,0.0,2.833333333333333,4.583333333333333,0.0
2025-07-10,Banking,-0.0001691209677876,0.4779944289693594,0.5444444444444444,4.9,2.8600000000000003,12.0,12.0,8.983333333333334,8.0,0.0,1.0,4.983333333333333,0.0,1.0
